Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
chunky-knit-booties,,,,,,,,,3-6 mths,,Mustard,,,F01-0306-07,0.0,,-1,deny,manual,36.95,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/colour-range-of-chunky-knit-booties.jpg?v=1664843800,kg,,,,,
merino-yarn,Merino Yarn,"<p>Merino yarn NZ made - DK 8ply on 1kg cones.</p>
<p>Hand knitting yarn well priced for the keen knitters.<br>Beautiful to knit with and extremely soft to the skin. <br>Perfect for all sorts of knitting projects for babies, toddlers &amp; adults.</p>
<p>This is a woollen spun yarn which is lightweight and soft.<br>The three plys make this a nice rounded yarn that has good stitch definition.</p>
<p>Composition : Merino micron wool <br>Weight : 1kg cone <br>Needle Size : 4mm - 5mm <br>Tension : 22sts x 30rows per 10cm/4in<br>Length : 270m per 100gms <br>Washability : Gentle hand wash as this is not super-wash treated yarn.</p>
<p>This merino yarn is the same as we use in our Weebits range. Coloured using eco-friendly dyes.</p>
<p><strong>Please note</strong> : while we make our best efforts Weebits cannot guarantee consistent coloured dye lots between each new batch of yarn.</p>",NZ Made,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Fibers > Yarn,Wool,"Accessories, For Mum, Hand knitting yarn, Just for mum, merino wool for knitting, merino yarn",true,Colour,Natural,,,,,W01-1000-00,0.0,shopify,5,deny,manual,120.00,,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-merino-yarn.jpg?v=1664846442,1,Natural merino yarn,false,Merino Yarn | Hand Knitting Yarn | Weebits,Merino yarn NZ made. 8ply 100% merino hand knitting yarn on 1kg cones for the keen knitters. Coloured using eco-friendly dyes. Perfect for all sorts of knitting projects.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-merino-yarn.jpg?v=1664846442,kg,,,,,active
merino-yarn,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/cardigan-in-natural-merino-yarn.jpg?v=1664846446,2,Cardigan in natural merino yarn,,,,,,,,,,,,,,,,,,,,,,,
merino-yarn,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-hand-knitting-yarn.jpg?v=1664846450,3,Natural hand knitting yarn,,,,,,,,,,,,,,,,,,,,,,,
baby-comb,Baby Comb,"<p>Baby comb - perfect for caring for your child's hair. A wooden kids comb made from natural oiled Beech wood.</p>
<p>Wooden combs with rounded teeth are considered to be the gentlest for fragile hair and soft scalps. Beautiful to look at, comfortable to hold and kind to the environment. Smooth and safe for little fingers. It's small size and smooth edges make this comb a joy for little hands to hold on to.<br>Length measures 13cm</p>
Also available as part of a gift set:
<div class=""textpad30"">
<a title=""Baby brush and comb set"" href=""/products/baby-brush-and-comb-set"">Baby Brush and Comb Set</a>
</div>
<br>
<p>Please remember that this is natural wood and when exposed to water or humidity it may age. This could include black stains and cracks</p>
<table class=""refgrid2"">
<tbody>
<tr>
<td>"" Thanks Debbie for all your help, our comb arrived on Friday to my daughters delight. ""<br>Suellen</td>
</tr>
</tbody>
</table>
<br>
<p>Keller Buersten is FSC certified.<br>The Forest Stewardship Council (FSC) is an international organization to promote responsible management of the world's forests.<br>The FSC does this by setting standards on forest products, along with certifying and labeling them as eco-friendly.</p>",Keller Buersten - Germany,Baby & Toddler,Baby Accessories,"Accessories, Clothing Accessories, Nursery",true,Title,Default Title,,,,,B03-Comb,0.0,shopify,4,deny,manual,19.95,,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/oiled-beechwood-baby-comb.jpg?v=1664840501,1,Oiled beechwood baby comb,false,Baby Comb | Kids Comb | Weebits,Baby comb made from natural oiled Beechwood. A kids comb with rounded teeth is the gentlest for fragile hair and soft scalps. Smooth and safe for little fingers. ,,,,,,,,,,,,,,,kg,,,,,active
baby-comb,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/teeth-of-baby-comb.jpg?v=1664840505,2,Teeth of baby comb,,,,,,,,,,,,,,,,,,,,,,,
baby-comb,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/beechwood-kids-comb.jpg?v=1664840510,3,Beechwood kids comb,,,,,,,,,,,,,,,,,,,,,,,
baby-comb,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/beechwood-hairbrush-and-baby-comb.jpg?v=1664840514,4,Beechwood hairbrush and baby comb,,,,,,,,,,,,,,,,,,,,,,,
baby-comb,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/wooden-baby-brush-and-comb-set.jpg?v=1664840518,5,Wooden baby brush and comb set,,,,,,,,,,,,,,,,,,,,,,,
baby-comb,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/calico-bag-for-baby-comb.jpg?v=1664840521,6,Calico bag for baby comb ,,,,,,,,,,,,,,,,,,,,,,,
child-hair-brush,Child Hair Brush,"<p>A child hair brush in a choice of natural Beechwood or Pearwood. Hand crafted in Germany with FSC certified sustainable eco-friendly materials. No nylon or synthetics are used.<br>Made especially for delicate scalps.</p>
<p>Also available in a smaller <a href=""https://weebits.co.nz/collections/baby-accessories/products/baby-hairbrush"" title=""baby hairbrush"">Baby Hairbrush</a> size for even finer hair.</p>
<p>The oiled <strong>Beechwood</strong> children's hair brush, has 7 rows of natural boar bristles. Perfect for the sensitive scalps and finer hair for the over 1 year. <br>It's small size and beautifully shaped handle is a joy for little hands to hold on to. <br>Your child will love learning to brush his or her own hair with this little natural wooden hairbrush.</p>
<p>Size : 18.5cm x 5cm and comes in a cotton draw string bag.</p>
<p>The <strong>Pearwood</strong> kids hairbrush is a beautiful brush with a lovely deep colour base.<br>It comes with 7 rows of natural boar bristles or it comes in an adult size with 10 rows of bristles.<br>Slightly firmer than the Beechwood brush makes it easier to gently get through thicker or knotted hair.<br>Smooth rounded edges make this little wooden hairbrush a pleasure to hold in the hand. Suitable for the over 1 year.</p>
<p>Child size : 20cm x 5cm and comes in a cotton draw string bag.<br>Large size : 23cm x 6.5cm the adult size makes brushing your child's hair a little easier.</p>
<p>The natural colour grain of these brushes may differ slightly to the images.<br>Please remember that this is a natural wood product and when exposed to water or humidity it may age. This could include black stains and cracks,</p>
<p>Keller Buerston is FSC certified.<br>The Forest Stewardship Council (FSC) is an international organization to promote responsible management of the world's forests.<br>The FSC does this by setting standards on forest products, along with certifying and labeling them as eco-friendly.</p>",Keller Buersten - Germany,Baby & Toddler,Baby Accessories,"Accessories, Clothing Accessories, Nursery",true,Type,Beechwood,,,,,BRU-child-bw,0.0,shopify,4,deny,manual,34.00,,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/range-of-child-hair-brushes.jpg?v=1664680417,1,Range of child hair brushes,false,Child Hair Brush | Kids Hairbrush | Weebits,Child hair brush - a natural wooden kids hairbrush with light natural bristles. Suitable for sensitive scalps over 1 year old. Perfectly shaped for little hands.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/beechwood-child-hair-brush.jpg?v=1664680421,kg,,,,,active
child-hair-brush,,,,,,,,,Pearwood,,,,,BRU-child-pw,0.0,shopify,0,deny,manual,38.00,,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/beechwood-child-hair-brush.jpg?v=1664680421,2,Beechwood child hair brush,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/pearwood-child-hair-brush.jpg?v=1664680425,kg,,,,,
child-hair-brush,,,,,,,,,Pearwood large,,,,,BRU-child-pw-lg,0.0,shopify,1,deny,manual,42.00,,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/pearwood-child-hair-brush.jpg?v=1664680425,3,Pearwood child hair brush,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/range-of-child-hair-brushes.jpg?v=1664680417,kg,,,,,
child-hair-brush,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/pearwood-kids-hairbrush.jpg?v=1664680428,4,Pearwood kids hairbrush,,,,,,,,,,,,,,,,,,,,,,,
child-hair-brush,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/beechwood-kids-hair-brush.jpg?v=1664680432,5,Beechwood kids hair brush,,,,,,,,,,,,,,,,,,,,,,,
child-hair-brush,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/manufacture-of-kids-hair-brush.jpg?v=1664680437,6,Manufacture of kids hair brush,,,,,,,,,,,,,,,,,,,,,,,
child-hair-brush,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/handles-for-child-hair-brush.jpg?v=1664680440,7,Handles for child hair brush,,,,,,,,,,,,,,,,,,,,,,,
mum-slippers,Mum Slippers,"<p>Mum slippers - cosy and lightweight. Merino slippers for mum to keep her feet warm in 16ply wool.<br>Perfect to pack in your hospital bag, great for on the plane or just the thing for around the house.</p>
<p>One size fits all.<br>In natural with mushroom trim only.</p>
<p>Makes a lovely gift for mum with the couch throw in our nursery collection</p>
Also available in a gift set (at a special price) with the Face &amp; Body Brush:
<div class=""textpad30"">
<a href=""/products/mums-slippers-face-body-brush"" title=""Eco Slippers + Face &amp; Body Brush"">Mum's Slippers + Face and Body Brush</a>
</div><br>
<table class=""refgrid2"">
<tbody>
<tr>
<td>""Hi Debbie! I received my slippers today and they are DEVINE thank you so much!!! ""<br>Rebecca :)</td>
</tr>
</tbody>
</table><br>
Weebits designer baby clothes online NZ baby store.<br>All our merino slippers are coloured using <a href=""/pages/natural-fabrics#ecodyes"" title=""read about ecofriendly dyes"">ecofriendly dyes</a><br> Knitted locally in NZ using pure 8ply <a href=""/pages/natural-fabrics#merino"" title=""read more about merino wool"">merino wool</a> sourced from Woolyarns NZ &amp; prized worldwide for its superior qualities.",Weebits,,Baby Footwear,"Baby Footwear, For Mum, knitted slippers nz, merino wool slippers, mums slippers, weebits, wool slippers",true,Title,Default Title,,,,,F50,0.0,,-1,deny,manual,58.00,,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/knitted-merino-mum-slippers.jpg?v=1664846542,1,Knitted merino mum slippers,false,Mum Slippers | Merino Slippers | Weebits,"Mum slippers - cosy and lightweight. Merino slippers keeping feet warm in 16ply wool. Perfect to pack in your hospital bag, great for on the plane or just the thing for around the house.",,,,,,,,,,,,,,,kg,,,,,active
mum-slippers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-mushroom-trim-mum-slippers.jpg?v=1664846547,2,Natural mushroom trim mum slippers,,,,,,,,,,,,,,,,,,,,,,,
mum-slippers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mum-slippers-on-cot-blanket.jpg?v=1664846550,3,Mum slippers on cot blanket,,,,,,,,,,,,,,,,,,,,,,,
vest-socks-set,Baby Vest and Socks Set,"<p>The baby vest and socks set - a great starter set for a newborn baby.</p>
<p>A fine 2ply knitted merino ribbed vest made from the softest yarn. Envelope neck opening with lots of stretch for easy slip over baby heads.</p>
<p>A pair of 2ply merino socks to warm babies little feet - all in naturally coloured wool.</p>
Check out the individual garments that that are included in this gift set:
<div class=""textpad30"">
<a href=""/products/baby-singlets"" title=""Baby singlets"">Baby Singlets</a><br> <a href=""/products/baby-socks"" title=""Baby socks"">Baby Socks</a>
</div>
<br>
<p>Normally your purchases will be sent in one parcel. If you are buying gifts for more than one baby please let us know if you want them sent in separate boxes.</p>
<table class=""refgrid2"">
<tbody>
<tr>
<td>"" Thankyou so much!!!! Talk about service plus! 😊😊😊 sooo so grateful! Will be back for more once settled with bubs x ""<br>Shar – Auckland</td>
</tr>
</tbody>
</table>
<br>
<p>Weebits baby gifts NZ made.<br>All our merino baby gift sets are knitted locally in New Zealand using pure 8ply <a title=""read more about merino wool"" href=""/pages/natural-fabrics#merino"">merino wool</a> sourced from Woolyarns NZ &amp; prized worldwide for its superior qualities.</p>",Weebits,Apparel & Accessories > Clothing > Baby & Toddler Clothing,Gift Set,"AGE_  Premature, AGE_ 0-3 months, AGE_ 3-6 months, baby gift set nz, COLOUR_Ivory, COLOUR_Natural, singlet vest and socks gift set",true,Size,Premature,Colour,Ivory,,,G500-PREM-08,0.0,shopify,3,deny,manual,50.00,59.70,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-baby-vest-and-socks-set.jpg?v=1664674348,1,Natural baby vest and socks set,false,Baby Vest & Socks Set | Baby Gift Sets | Weebits,A great starter set for a new baby. A merino baby vest in the softest yarn with easy slip over the head neck plus a pair of merino socks to warm little baby feet.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-baby-vest-and-socks-set.jpg?v=1664674348,kg,,,,,active
vest-socks-set,,,,,,,,,0-3 mths,,Ivory,,,G500-0003-08,0.0,shopify,2,deny,manual,50.00,59.70,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/baby-in-vest-and-socks-set.jpg?v=1664674352,2,Baby-in-vest-and-socks-set,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-baby-vest-and-socks-set.jpg?v=1664674348,kg,,,,,
vest-socks-set,,,,,,,,,3-6 mths,,Ivory,,,G500-0306-08,0.0,shopify,2,deny,manual,50.00,59.70,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/baby-in-singlet-vest-and-socks-set.jpg?v=1664674356,3,Baby in singlet vest and socks set,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-baby-vest-and-socks-set.jpg?v=1664674348,kg,,,,,
vest-socks-set,,,,,,,,,6-12 mths,,Ivory,,,G500-0612-08,0.0,shopify,3,deny,manual,50.00,59.70,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-singlet-vest.jpg?v=1664674359,4,Natural singlet vest,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-baby-vest-and-socks-set.jpg?v=1664674348,kg,,,,,
beret-button-scarf-mary-janes,"Beret, Button Scarf and Mary Janes","<p>Stuck for baby gift ideas? Knitted beret, button scarf &amp; Mary Janes baby gift sets.<br>Soft merino scarf with a button fastening matched with a beret and a pair of knitted merino baby Mary Janes. <br>Berets have a wider garter rim to cover the ears.<br>The Mary Janes finish the little set beautifully!</p>
<p>Normally your purchases will be sent in one parcel. If you are buying gifts for more than one baby please let us know if you want them sent in separate boxes.</p>
Check out the individual garments that that are included in this gift set:
<div class=""textpad30"">
<a href=""/products/baby-beret"" title=""Baby Beret"">Baby Beret</a><br><a href=""/products/baby-button-scarf"" title=""Baby Button Scarf"">Baby Button Scarf</a><br><a href=""/products/baby-mary-janes"" title=""Baby Mary Jane Shoes"">Baby Mary Janes</a>
</div>
<br>
<p>Our merino baby clothes are coloured using <a href=""/pages/natural-fabrics#ecodyes"" title=""read about ecofriendly dyes"">ecofriendly dyes</a><br> Knitted locally in New Zealand using pure 8ply <a href=""/pages/natural-fabrics#merino"" title=""read more about merino wool"">merino wool</a> sourced from Woolyarns NZ and prized worldwide for its superior qualities.</p>",Weebits,Apparel & Accessories > Clothing > Baby & Toddler Clothing,Gift Set,"AGE_ 0-3 months, AGE_ 3-6 months, Baby gift ideas, Baby gift sets, Baby shower gift ideas, Beret, button scarf & mj shoes gift set, COLOUR_Chocolate, COLOUR_Mint, COLOUR_Mushroom, COLOUR_Natural, COLOUR_Pink, COLOUR_Powder Blue, COLOUR_Soft Pink",true,Shoe Size,0-3 mths,Set Colour,Soft Pink,,,G110-0003-05,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/pink-beret-button-scarf-mary-janes.jpg?v=1664855663,1,"Pink beret, button scarf and Mary Janes",false,"Beret, Button Scarf and Mary Janes | Baby Gift Sets | Weebits","Hand knitted in merino are a soft scarf with a button fastening matched with a beret and a pair of Mary Janes - warm, comfortable & cute. ",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/pink-beret-button-scarf-mary-janes.jpg?v=1664855663,kg,,,,,active
beret-button-scarf-mary-janes,,,,,,,,,0-3 mths,,Mushroom,,,G110-0003-01,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/mushrom-beret-button-scarf-mary-janes.jpg?v=1664855665,2,"Mushroom beret, button scarf and Mary Janes",,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mushrom-beret-button-scarf-mary-janes.jpg?v=1664855665,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,0-3 mths,,Natural,,,G110-0003-00,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-beret-button-scarf-mary-janes.jpg?v=1664674471,3,"Natural beret, button scarf and Mary Janes",,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-beret-button-scarf-mary-janes.jpg?v=1664674471,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,0-3 mths,,Chocolate,,,G110-0003-02,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-beret-button-scarf-mary-janes.jpg?v=1664855668,4,"Chocolate beret, button scarf and Mary Janes",,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-beret-button-scarf-mary-janes.jpg?v=1664855668,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,0-3 mths,,Powder Blue,,,G110-0003-03,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/blue-beret-button-scarf-mary-janes.jpg?v=1664855670,5,"Blue beret, button scarf and Mary Janes",,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/blue-beret-button-scarf-mary-janes.jpg?v=1664855670,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,0-3 mths,,Mint,,,G110-0003-06,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/mint-beret-button-scarf-mary-janes.jpg?v=1664855674,6,"Mint beret, button scarf and Mary Janes",,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mint-beret-button-scarf-mary-janes.jpg?v=1664855674,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,3-6 mths,,Soft Pink,,,G110-0336-05,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/pink-beret-button-scarf-mary-janes.jpg?v=1664855663,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,3-6 mths,,Mushroom,,,G110-0336-01,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mushrom-beret-button-scarf-mary-janes.jpg?v=1664855665,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,3-6 mths,,Natural,,,G110-0336-00,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-beret-button-scarf-mary-janes.jpg?v=1664674471,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,3-6 mths,,Chocolate,,,G110-0336-02,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-beret-button-scarf-mary-janes.jpg?v=1664855668,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,3-6 mths,,Powder Blue,,,G110-0336-03,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/blue-beret-button-scarf-mary-janes.jpg?v=1664855670,kg,,,,,
beret-button-scarf-mary-janes,,,,,,,,,3-6 mths,,Mint,,,G110-0336-06,0.0,shopify,1,deny,manual,80.00,100.50,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mint-beret-button-scarf-mary-janes.jpg?v=1664855674,kg,,,,,
cardigan-beanie,Baby Cardigan and Beanie Set,"<p>A merino baby cardigan and beanie set at a special price. Great for baby gift ideas.</p>
<p>The classic cardie - simple but very sweet! Garter stitch edging with detailed neckline and two button fastening. <br>Our merino baby beanie is perfect for a newborn – warm and cosy. Fits snug on a baby’s head with a roll up brim.</p>
<p>If you would like the beanie in a different colour then please tell us in the ""add a note to your order"" before you check out.<br>Arrives in a Weebits gift box.</p>
<p>Normally your purchases will be sent in one parcel. If you are buying gifts for more than one baby please let us know if you want them sent in separate boxes.</p>
Check out the individual garments in the set:<br>
<div class=""textpad30"">
<a title=""Baby Cardigans"" href=""/products/cardigan"">Baby Cardigans</a><br><a title=""Baby Beanies"" href=""/products/baby-beanies"">Baby Beanies</a>
</div>
<br>
<table class=""refgrid2"">
<tbody>
<tr>
<td>"" I live in France and my grandma sent me a weebits hat and cardigan for my baby last year... seriously best product!!! ""<br>Hannah</td>
</tr>
</tbody>
</table>
<br>
<p>All our merino baby gift sets are coloured using <a title=""read about ecofriendly dyes"" href=""/pages/natural-fabrics#ecodyes"">ecofriendly dyes</a> <br>Knitted locally in New Zealand using pure 8ply <a title=""read more about merino wool"" href=""/pages/natural-fabrics#merino"">merino wool</a> sourced from Woolyarns NZ and prized worldwide for its superior qualities.</p>",Weebits,Apparel & Accessories > Clothing > Baby & Toddler Clothing,Gift Set,"AGE_ 0-3 months, AGE_ 3-6 months, AGE_ 6-12 months, baby beanie, baby cardigan, Baby gift set, Baby gift sets, Baby gifts NZ, COLOUR_Chocolate, COLOUR_Mint, COLOUR_Mushroom, COLOUR_Natural, COLOUR_Navy, COLOUR_Oatmeal Marle, COLOUR_Pink, COLOUR_Powder Blue, COLOUR_Soft Pink",true,Size,0-3 mths,Set Colour,Mushroom striped,,,G300-0003-01.00,0.0,shopify,1,deny,manual,96.50,111.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/mushroom-baby-cardigan-and-beanie.jpg?v=1667103728,1,Mushroom baby cardigan and beanie,false,Baby Cardigan and Beanie Set | Baby Gift Sets | Weebits,A merino baby cardigan and beanie set at a special price. The classic cardie combined with a snug fitting beanie for your newborn baby - simple but very sweet.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mushroom-baby-cardigan-and-beanie.jpg?v=1667103728,kg,,,,,active
cardigan-beanie,,,,,,,,,0-3 mths,,Oatmeal Marle,,,G300-0003-11,0.0,shopify,1,deny,manual,96.50,111.00,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/oatmeal-baby-cardigan-and-beanie.jpg?v=1667103728,2,Oatmeal baby cardigan and beanie,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/oatmeal-baby-cardigan-and-beanie.jpg?v=1667103728,kg,,,,,
cardigan-beanie,,,,,,,,,0-3 mths,,Powder Blue,,,G300-0003-03,0.0,shopify,1,deny,manual,96.50,111.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/blue-baby-cardigan-and-beanie.jpg?v=1667103728,3,Blue baby cardigan and beanie,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/blue-baby-cardigan-and-beanie.jpg?v=1667103728,kg,,,,,
cardigan-beanie,,,,,,,,,0-3 mths,,Mint,,,G300-0003-06,0.0,shopify,1,deny,manual,96.50,111.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/mint-baby-cardigan-and-beanie.jpg?v=1667103728,4,Mint baby cardigan and beanie,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mint-baby-cardigan-and-beanie.jpg?v=1667103728,kg,,,,,
cardigan-beanie,,,,,,,,,0-3 mths,,Pink,,,G300-0003-05,0.0,shopify,1,deny,manual,96.50,111.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/pink-baby-cardigan-and-beanie.jpg?v=1667103728,5,Pink baby cardigan and beanie,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/pink-baby-cardigan-and-beanie.jpg?v=1667103728,kg,,,,,
cardigan-beanie,,,,,,,,,0-3 mths,,Natural,,,G300-0003-00,0.0,shopify,1,deny,manual,96.50,111.00,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-baby-cardigan-beanie-set.jpg?v=1667103728,6,natural baby cardigan and beanie set,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-baby-cardigan-beanie-set.jpg?v=1667103728,kg,,,,,
cardigan-beanie,,,,,,,,,0-3 mths,,Chocolate,,,G300-0003-02,0.0,shopify,1,deny,manual,96.50,111.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-baby-cardigan-and-beanie-set.jpg?v=1664855945,7,Chocolate baby cardigan and beanie set,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-baby-cardigan-and-beanie-set.jpg?v=1664855945,kg,,,,,
cardigan-beanie,,,,,,,,,0-3 mths,,Navy,,,G300-0003-04,0.0,shopify,1,deny,manual,96.50,111.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/navy-baby-cardigan-and-beanie.jpg?v=1664855947,8,Navy baby cardigan and beanie,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/navy-baby-cardigan-and-beanie.jpg?v=1664855947,kg,,,,,
cardigan-beanie,,,,,,,,,0-3 mths,,Powder Blue striped,,,G300-0003-03.00,0.0,shopify,1,deny,manual,96.50,111.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/blue-natural-stripe-baby-cardigan-and-beanie.jpg?v=1664855949,9,Blue natural stripe baby cardigan and beanie,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/blue-natural-stripe-baby-cardigan-and-beanie.jpg?v=1664855949,kg,,,,,
